Alignment Data
x,y,z,zd
8.3982433641,0.0006794219,-1.4241957006,0.0000837145
8.3971889484,0.0006785722,-1.4237784584,0.0000796982
8.3963113827,0.0006796922,-1.4234237529,0.0000837279
8.3946777465,0.0006763707,-1.4227808945,0.0000736107
8.3924306640,0.0006793059,-1.4218842625,0.0000717034
8.3894152327,0.0006813914,-1.4206862308,0.0000633014
8.3856945775,0.0006769885,-1.4191823599,0.0000775722
8.3810319048,0.0006769885,-1.4173037413,0.0000878983
8.3765846114,0.0006774518,-1.4155391879,0.0000688998
8.3721769659,0.0006726628,-1.4137709305,0.0000680463
8.3678890090,0.0006831676,-1.4120530064,0.0000635457
8.3633945932,0.0006737826,-1.4102681843,0.0000416188
8.3595289189,0.0006749798,-1.4086925644,0.0000621367
8.3558410287,0.0006808888,-1.4072184929,0.0000516992
8.3522094685,0.0006723535,-1.4057495609,0.0000579351
8.3481374331,0.0006809659,-1.4041239660,0.0000424344
8.3442204645,0.0006820086,-1.4025421368,0.0000447042
8.3401123321,0.0006799616,-1.4008653307,0.0000638832
8.3359969114,0.0006767174,-1.3991957886,0.0000718839
8.3315736732,0.0006841326,-1.3974264028,0.0000544015
8.3276243789,0.0006808884,-1.3958282843,0.0000562231
8.3236842501,0.0006810428,-1.3942351512,0.0000559570
8.3197676952,0.0006783007,-1.3926571613,0.0000493084
8.3159063108,0.0006786868,-1.3910910322,0.0000523928
8.3117305053,0.0006739750,-1.3894101117,0.0000422092
8.3079083093,0.0006812743,-1.3878532579,0.0000504738
8.3040115325,0.0006736659,-1.3862619913,0.0000622808
8.3000682967,0.0006756356,-1.3846592557,0.0000660803
8.2957703929,0.0006766397,-1.3829263187,0.0000555577
8.2919036605,0.0006692244,-1.3813602042,0.0000525119
8.2879838244,0.0006733568,-1.3797720765,0.0000493686
8.2839827254,0.0006705760,-1.3781391853,0.0000574420
8.2795757416,0.0006722367,-1.3763469323,0.0000594294
8.2756554314,0.0006647056,-1.3747321611,0.0000811171
8.2718247472,0.0006738587,-1.3731927876,0.0000633791
8.2679202165,0.0006669841,-1.3716096932,0.0000589093
8.2635339403,0.0006670227,-1.3698270688,0.0000575996
8.2595733037,0.0006720048,-1.3682228525,0.0000505690
8.2556939457,0.0006691468,-1.3666347832,0.0000600900
8.2518735410,0.0006658639,-1.3650807055,0.0000592751
8.2475686921,0.0006730860,-1.3633480719,0.0000394794
8.2436017178,0.0006696487,-1.3617366038,0.0000357381
8.2396553398,0.0006687604,-1.3601303139,0.0000349212
8.2358004754,0.0006704211,-1.3585529555,0.0000421887
8.2316568893,0.0006704596,-1.3568702339,0.0000369687
8.2278625313,0.0006669451,-1.3553383019,0.0000230120
8.2239903872,0.0006666747,-1.3537585944,0.0000249533
8.2200817497,0.0006645505,-1.3521660275,0.0000247141
8.2161830081,0.0006586029,-1.3505720335,0.0000297848
8.2119080981,0.0006623877,-1.3488272176,0.0000322235
8.2079992138,0.0006593366,-1.3472203280,0.0000458078
8.2040427517,0.0006532345,-1.3456132866,0.0000400614
8.2000741687,0.0006530800,-1.3439955487,0.0000400012
8.1957815645,0.0006497972,-1.3422417820,0.0000438278
8.1919597348,0.0006556289,-1.3406750314,0.0000525289
