Alignment Data
x,y,z,zd
13.0493802038,0.0009404562,3.6770286003,0.0001684786
13.0302820686,0.0009514266,3.6528722827,0.0000771047
13.0256420399,0.0009360910,3.6470463990,0.0000726961
13.0210858126,0.0009392971,3.6413228803,0.0000559372
13.0167842482,0.0009473705,3.6360332658,0.0001454223
13.0124695330,0.0009375201,3.6305654265,0.0000646675
13.0087956126,0.0009316872,3.6259786593,0.0000582598
13.0051866393,0.0009559074,3.6214719112,0.0000449363
13.0014845123,0.0009343525,3.6168390987,0.0000154067
12.9972195271,0.0009494177,3.6115290609,0.0000008337
12.9931954526,0.0009371337,3.6066541833,0.0001147787
12.9891030129,0.0009453230,3.6015066279,0.0000333182
12.9849226045,0.0009295238,3.5963377609,0.0000316708
12.9803775831,0.0009351636,3.5907455449,0.0000484557
12.9763607597,0.0009330776,3.5857692400,0.0000216018
12.9724921113,0.0009226864,3.5810228606,0.0000352758
12.9687329918,0.0009345454,3.5763529832,-0.0000157158
12.9646163393,0.0009245019,3.5713725792,0.0000548513
12.9607756988,0.0009370176,3.5666454777,0.0000332662
12.9568879271,0.0009163126,3.5619290829,0.0000734647
12.9530244999,0.0009354338,3.5572966311,0.0001611810
12.9487922327,0.0009178577,3.5520460886,0.0000738621
12.9449507400,0.0009296780,3.5473240513,0.0000314647
12.9410630448,0.0009219909,3.5426333432,0.0000700565
12.9370654629,0.0009274375,3.5377716427,0.0000643924
12.9330556426,0.0009100159,3.5330104498,0.0001670503
12.9287026716,0.0009328455,3.5276322861,0.0000609874
12.9247775402,0.0009134924,3.5229589450,0.0001344601
12.9208647970,0.0009240767,3.5181471790,0.0000478226
12.9169599450,0.0009125267,3.5134586683,0.0000682540
12.9127106771,0.0009283258,3.5082666242,-0.0000070567
12.9088538961,0.0009237676,3.5037357480,0.0000993957
12.9048937538,0.0009155010,3.4989916967,0.0001102366
12.9008851138,0.0009203682,3.4940969533,0.0000216958
12.8964192975,0.0009222996,3.4887998206,0.0000707202
12.8924426519,0.0009188230,3.4839976414,0.0000218531
12.8885772051,0.0009221064,3.4793659658,0.0000040421
12.8847522175,0.0009221450,3.4748670187,0.0000643413
12.8805720760,0.0009231107,3.4698883517,0.0000610674
12.8767417924,0.0009211792,3.4653666432,0.0000917600
12.8728755653,0.0009248875,3.4606758118,-0.0000103168
12.8689951717,0.0009240377,3.4561291797,0.0000422004
12.8646038435,0.0009240763,3.4509510923,0.0000610916
12.8605526708,0.0009243853,3.4461610654,0.0000582030
12.8565379725,0.0009204065,3.4414387663,0.0000730632
12.8525626020,0.0009219902,3.4367192688,0.0000375842
12.8483191738,0.0009297932,3.4317377343,0.0000485268
12.8444615344,0.0009169684,3.4272302559,0.0000730358
12.8405776205,0.0009253894,3.4226847882,0.0000840791
12.8366924296,0.0009309520,3.4181214586,0.0000724027
12.8328171344,0.0009188225,3.4136303028,0.0001149861
